ID,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_name,album_release_date,album_total_tracks,album_type,track_duration_min
445,F1,1,63,FALSE,Hans Zimmer,77,4780589,soundtrack,F1 The Album (Cinematic Edition),6/26/2025,32,album,3.22
446,Free,8,91,FALSE,Rumi,72,220991,N/A,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,3.13
447,Gabriela,1,92,FALSE,KATSEYE,82,5242034,k-pop,Gabriela,6/20/2025,2,single,3.28
448,Not Like That Anymore,1,64,TRUE,Lola Young,77,1461346,N/A,Not Like That Anymore,6/20/2025,2,single,3.37
449,Outside,1,67,TRUE,Cardi B,81,25956015,N/A,Outside,6/20/2025,1,single,3.44
450,Phantom,8,82,TRUE,EsDeeKid,74,253650,N/A,Rebel,6/20/2025,11,album,1.82
451,Soda Pop,3,94,FALSE,Saja Boys,80,2234812,N/A,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,2.51
452,Strategy,5,84,FALSE,TWICE,83,23342437,k-pop,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,2.81
453,Takedown,6,91,FALSE,HUNTR/X,87,3568209,k-pop,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,3.03
454,"TAKEDOWN (JEONGYEON, JIHYO, CHAEYOUNG)",1,86,FALSE,TWICE,83,23326731,k-pop,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,3.01
455,What It Sounds Like,9,92,FALSE,HUNTR/X,87,3568209,k-pop,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,4.17
456,6 Months Later,1,76,FALSE,Megan Moroney,73,1163610,country,6 Months Later,6/20/2025,1,single,3.04
457,All over me,2,52,FALSE,HAIM,65,1436277,N/A,I quit,6/20/2025,15,album,3.37
458,Golden,4,99,FALSE,HUNTR/X,87,3551538,k-pop,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,3.24
459,How Itâ€™s Done,2,93,FALSE,HUNTR/X,87,3535849,k-pop,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,2.93
460,You Don't,1,43,FALSE,Anna Marx,34,1693,N/A,You Don't,6/20/2025,3,single,2.36
461,Your Idol,7,93,FALSE,Saja Boys,80,2234812,N/A,KPop Demon Hunters (Soundtrack from the Netflix Film),6/20/2025,12,album,3.19
462,Wide Open Spaces,12,49,FALSE,Revline,47,505,country,The Garage Sessions,6/18/2025,12,album,2.33
463,Perfect Timing,1,36,TRUE,YGF DEVO,24,162,N/A,Chasin A Mil Hosted by Bigga Rankin,6/18/2025,7,album,3.42
464,Should've Been A Cowboy,6,50,FALSE,Revline,47,509,country,The Garage Sessions,6/18/2025,12,album,2.25
465,Cruise,7,46,FALSE,Revline,47,491,country,The Garage Sessions,6/18/2025,12,album,3.44
466,Drink In My Hand,2,48,FALSE,Revline,47,505,country,The Garage Sessions,6/18/2025,12,album,3.16
467,Dust On The Bottle,4,50,FALSE,Revline,47,491,country,The Garage Sessions,6/18/2025,12,album,3.56
468,"Forever And Ever, Amen",10,48,FALSE,Revline,47,491,country,The Garage Sessions,6/18/2025,12,album,3.13
469,Neon Moon,5,48,FALSE,Revline,47,498,country,The Garage Sessions,6/18/2025,12,album,2.6
470,It's A Great Day To Be Alive,3,48,FALSE,Revline,47,505,country,The Garage Sessions,6/18/2025,12,album,2.43
471,Til I'm Blue,4,48,FALSE,Alexander Nate,45,28641,N/A,There's No Signal In The Mountains (Deluxe),6/18/2025,9,album,3.42
472,Wagon Wheel,11,49,FALSE,Revline,47,505,country,The Garage Sessions,6/18/2025,12,album,2.32
473,Bad Habits,5,36,TRUE,YGF DEVO,24,162,N/A,Chasin A Mil Hosted by Bigga Rankin,6/18/2025,7,album,3.07
474,Before He Cheats,9,45,FALSE,Revline,47,505,country,The Garage Sessions,6/18/2025,12,album,2.45
475,Boot Scootin' Boogie,8,48,FALSE,Revline,47,491,country,The Garage Sessions,6/18/2025,12,album,2.56
476,Chasinâ€™ a Mil,2,30,TRUE,YGF DEVO,24,162,N/A,Chasin A Mil Hosted by Bigga Rankin,6/18/2025,7,album,3.2
477,Chattahoochee,1,48,FALSE,Revline,47,491,country,The Garage Sessions,6/18/2025,12,album,2.1
478,Bleed,1,43,TRUE,NAYM,37,8703,dark r&b,Bleed,6/13/2025,3,single,2.54
479,Time,1,14,FALSE,Dreycee,12,402,"amapiano, afropiano",Time + Miami,6/13/2025,2,single,2.81
480,Never Let This Go,2,21,FALSE,Alexander Merlin,27,1978,N/A,For The Love Of Progressive EP 5.0,6/13/2025,3,single,2.78
481,HachikÅ,1,59,FALSE,Fujii Kaze,74,4571036,j-pop,HachikÅ,6/13/2025,1,single,4.5
482,Folded,1,88,FALSE,Kehlani,78,8661889,N/A,Folded,6/11/2025,1,single,3.96
483,BF,1,42,FALSE,YULEE,24,679,N/A,BF,6/11/2025,1,single,2.75
484,Centerfold,1,40,TRUE,G-Epic,22,64,N/A,Centerfold,6/11/2025,1,single,3.07
485,Aquamarine,4,70,FALSE,Addison Rae,74,1366758,N/A,Addison,6/6/2025,12,album,2.71
486,Broken Halo,1,35,FALSE,Ericovich,41,11030,nightcore,Broken Halo,6/6/2025,1,single,2.42
487,Headphones On,12,70,FALSE,Addison Rae,74,1366758,N/A,Addison,6/6/2025,12,album,4
488,In The Rain,8,68,FALSE,Addison Rae,74,1364231,N/A,Addison,6/6/2025,12,album,3.56
489,Couldn't Wait For You,1,44,FALSE,Jordan Parker,34,2657,N/A,Couldn't Wait For You,6/6/2025,1,single,3.33
490,CUNTISSIMO,3,64,TRUE,MARINA,72,6114655,N/A,PRINCESS OF POWER,6/6/2025,13,album,4.01
491,Diet Pepsi,2,82,FALSE,Addison Rae,74,1364231,N/A,Addison,6/6/2025,12,album,2.82
492,Fame is a Gun,9,80,FALSE,Addison Rae,74,1364231,N/A,Addison,6/6/2025,12,album,3.05
493,Fight Like A Girl (feat. K.Flay),1,50,FALSE,Evanescence,75,6165678,alternative metal,Fight Like A Girl (feat. K.Flay),6/6/2025,1,single,3.1
494,LIKE YOU DO,1,39,FALSE,NJOMZA,45,50314,N/A,LIKE YOU DO,6/6/2025,1,single,3.83
495,Love Again,1,38,FALSE,Kenzo Cregan,27,3666,N/A,Love Again,6/6/2025,1,single,3.24
496,No Broke Boys,1,92,TRUE,Disco Lines,75,275333,stutter house,No Broke Boys,6/6/2025,1,single,2.73
497,Times Like These,10,67,FALSE,Addison Rae,74,1364231,N/A,Addison,6/6/2025,12,album,3.87
498,Sapphire,1,83,FALSE,Ed Sheeran,88,122802777,soft pop,Sapphire,6/5/2025,1,single,2.98
499,Manchild,1,86,TRUE,Sabrina Carpenter,91,26516295,pop,Manchild,6/5/2025,1,single,3.56
500,LEMON NOD,1,39,TRUE,Flight,37,103691,N/A,LEMON NOD,6/1/2025,1,single,1.9
501,Nice To Each Other,1,86,FALSE,Olivia Dean,88,1524283,pop soul,Nice To Each Other,5/30/2025,1,single,3.48
502,THE LOVER,4,42,FALSE,Kae,50,25025,dark r&b,XAOS,5/30/2025,8,album,2.34
503,Zombie,1,69,FALSE,YUNGBLUD,73,3204129,N/A,Zombie,5/30/2025,3,single,4.11
504,Just Keep Watching (From F1Â® The Movie),1,90,FALSE,Tate McRae,88,9256589,pop,Just Keep Watching (From F1Â® The Movie),5/30/2025,1,single,2.37
505,Easy Lover,6,68,FALSE,Miley Cyrus,81,26561582,"country pop, rock, hip hop, experimental",Something Beautiful,5/30/2025,13,album,3.11
506,End of the World,3,66,FALSE,Miley Cyrus,81,26564677,"country pop, rock, hip hop, experimental",Something Beautiful,5/30/2025,13,album,4.17
507,Fame is a Gun,1,72,FALSE,Addison Rae,74,1364231,N/A,Fame is a Gun,5/30/2025,1,single,3.05
508,Fiction,1,39,FALSE,Xander Ward,34,727,N/A,Fiction,5/30/2025,2,single,2.88
509,Girls Like You,1,63,FALSE,Sofia Camara,59,92183,N/A,Girls Like You,5/30/2025,1,single,3.59
510,Man Of The Year,1,36,FALSE,Lorde,80,10539134,N/A,Man Of The Year,5/29/2025,2,single,3
511,Miracle,1,27,FALSE,Millows,41,2489,hypertechno,Miracle,5/29/2025,1,single,2.2
512,No Division (feat. XSALT),1,58,FALSE,Charlotte de Witte,60,1214137,"acid techno, techno, hard techno, tekno",No Division,5/29/2025,2,single,6.11
513,Not Possible,1,55,FALSE,Ana Shine,45,27568,N/A,Not Possible,5/29/2025,1,single,2.55
514,STRONG MEN,8,21,TRUE,Og1savage,6,141,highlife,INNOCENT STILL THUGGIN,5/24/2025,13,album,2.52
515,The Reason,6,35,FALSE,League Minimum,40,507,N/A,4th Liners,5/23/2025,11,album,2.22
516,Mina Kupenda,1,67,FALSE,Thierry Von Der Warth,62,47263,tropical house,Mina Kupenda,5/23/2025,1,single,2.06
517,clichÃ©,1,53,FALSE,mgk,78,5642925,N/A,clichÃ©,5/23/2025,1,single,2.93
518,Get Gone,1,37,FALSE,Munboi,24,818,N/A,Get Gone,5/23/2025,3,single,2.48
519,3AM,3,36,FALSE,League Minimum,40,502,N/A,4th Liners,5/23/2025,11,album,2.52
520,Breakeven,1,48,FALSE,League Minimum,40,507,N/A,4th Liners,5/23/2025,11,album,2.64
521,Can't Decide,1,73,FALSE,Max Dean,59,45843,house,Can't Decide,5/23/2025,1,single,2.92
522,Somewhere Over Laredo,1,69,FALSE,Lainey Wilson,73,1538992,country,Somewhere Over Laredo,5/23/2025,1,single,3.76
523,Bloodline,1,79,FALSE,Alex Warren,84,2896488,N/A,Bloodline,5/22/2025,1,single,3.03
524,Under Your Skin,1,44,FALSE,Bruklin,40,4549,N/A,Under Your Skin,5/20/2025,1,single,3
525,I.R.M.F.,1,23,TRUE,Lyrical Reign,8,34,N/A,I.R.M.F.,5/19/2025,1,single,3.02
526,"farewell, kacey",2,34,FALSE,Sopperior,30,2957,N/A,tree,5/17/2025,3,single,1.31
527,Come On Home,1,21,FALSE,The Sound Mind Network,6,46,N/A,Come On Home,5/16/2025,1,single,3.75
528,Donâ€™t Say You Love Me,1,88,FALSE,Jin,80,9703374,k-pop,Echo,5/16/2025,7,album,3.01
529,I Got Better,2,54,FALSE,Morgan Wallen,88,13999205,country,Iâ€™m The Problem,5/16/2025,37,album,3.41
530,20 Cigarettes,11,49,FALSE,Morgan Wallen,88,14005617,country,Iâ€™m The Problem,5/16/2025,37,album,2.68
531,Afrocat (Fortune Cookie),1,41,FALSE,Sandra Iris,37,2184,N/A,Afrocat (Fortune Cookie),5/16/2025,3,single,2.08
532,Miss You,1,40,FALSE,Ali Gatie,64,2174956,N/A,Miss You,5/16/2025,1,single,2.18
533,Monster Paradise,1,65,FALSE,Naeleck,66,115232,electro house,Monster Paradise,5/16/2025,1,single,2.75
534,One Thing,1,78,TRUE,Lola Young,77,1462626,N/A,One Thing,5/16/2025,1,single,3.48
535,What I Want (feat. Tate McRae),4,86,FALSE,Morgan Wallen,88,14005617,country,Iâ€™m The Problem,5/16/2025,37,album,3.07
536,Bottle Rockets (feat. Hootie & The Blowfish),1,71,FALSE,Scotty McCreery,61,1143926,"country, acoustic country",Bottle Rockets (feat. Hootie & The Blowfish),5/15/2025,1,single,3.92
537,Head,2,38,FALSE,Ava Beathard,26,7366,N/A,indiemono | hope fields (VOL.8),5/15/2025,10,compilation,3.66
538,The Good Life,1,52,FALSE,R2,42,483,N/A,The Good Life,5/14/2025,1,single,2.35
539,Tonight,1,49,TRUE,Rumelis,49,8802,dark r&b,Tonight,5/9/2025,3,single,2.51
540,Illegal,1,81,FALSE,PinkPantheress,78,4759233,bedroom pop,Fancy That,5/9/2025,9,album,2.49
541,Breathe,1,39,FALSE,Skinny Dippers,26,4188,N/A,Breathe,5/9/2025,1,single,3.05
542,LIFESTYLE,1,38,TRUE,Paul James,24,671,N/A,LIFESTYLE,5/9/2025,1,single,3.03
543,moody,1,63,TRUE,Royel Otis,73,576895,indie,moody,5/9/2025,1,single,2.93
544,Young & Dumb (feat. Simple Plan),1,61,FALSE,Avril Lavigne,76,12004691,N/A,Young & Dumb (feat. Simple Plan),5/9/2025,1,single,2.77
545,Good Love,6,12,FALSE,L. Charlemagne,2,33,drumstep,Chase the Sun,5/7/2025,11,album,3.3
546,Beast Mode,1,12,FALSE,DJ Khamel,8,10,N/A,Workout & Running,5/7/2025,18,album,2.3
547,Shot Callin,1,73,TRUE,YoungBoy Never Broke Again,85,14958573,N/A,Shot Callin,5/6/2025,1,single,3.75
548,Priceless (feat. LISA),1,70,FALSE,Maroon 5,85,45764832,pop,Priceless (feat. LISA),5/2/2025,1,single,2.72
549,She Ready,7,63,TRUE,Key Glock,73,2398201,N/A,Glockaveli,5/2/2025,18,album,2.98
550,TU SANCHO,8,87,TRUE,Fuerza Regida,89,19797218,"corrido, corridos tumbados, corridos bÃ©licos, mÃºsica mexicana, sierreÃ±o, banda, electro corridos, sad sierreÃ±o",111XPANTIA,5/2/2025,12,album,2.96
551,Burning Blue,1,72,FALSE,Mariah the Scientist,73,1180085,alternative r&b,Burning Blue,5/2/2025,1,single,3.42
552,Marlboro Rojo,9,87,TRUE,Fuerza Regida,89,19735177,"corrido, corridos tumbados, corridos bÃ©licos, mÃºsica mexicana, sierreÃ±o, banda, electro corridos, sad sierreÃ±o",111XPANTIA,5/2/2025,12,album,3.06
553,Amanhecer,1,5,FALSE,Daya Blaze,2,0,N/A,Amanhecer,5/1/2025,1,single,3.01
554,Lose My Mind (feat. Doja Cat) [From F1Â® The Movie],1,83,FALSE,Don Toliver,85,7465428,N/A,Lose My Mind (feat. Doja Cat) [From F1Â® The Movie],4/30/2025,1,single,3.48
555,Gnarly,1,88,TRUE,KATSEYE,82,5242034,k-pop,Gnarly,4/30/2025,1,single,2.28
556,I Been On,1,24,TRUE,Commma,8,155,N/A,I Been On,4/30/2025,1,single,3.13
557,Bad Habit,1,46,TRUE,Sadfriendd,56,130326,"phonk, drift phonk",Bad Habit,4/29/2025,1,single,1.99
558,"The Path - from The Last of Us: Season 2""""",1,28,FALSE,Gustavo Santaolalla,63,394210,soundtrack,"The Path (from The Last of Us: Season 2"")""",4/28/2025,1,single,2.24
559,touch me,1,53,TRUE,Ex Habit,59,130194,dark r&b,touch me,4/25/2025,3,single,2.73
560,Pray To Me,1,44,FALSE,Besomorph,58,146944,slap house,Pray To Me,4/25/2025,1,single,2.75
561,Prove It!,1,46,FALSE,Sam Plourd,28,309,N/A,Prove It!,4/25/2025,1,single,3.85
562,Sailor Song,1,86,FALSE,Gigi Perez,75,1643950,N/A,"At The Beach, In Every Life",4/25/2025,12,album,3.53
563,Sirius,1,41,FALSE,Sandra Iris,37,2091,N/A,Sirius,4/25/2025,2,single,2.75
564,Feel It,11,30,FALSE,d4vd,79,4684957,N/A,WITHERED,4/25/2025,15,album,2.63
565,Engraved On Your Skin,1,47,FALSE,Elvis Drew,55,68465,dark r&b,Engraved On Your Skin,4/24/2025,3,single,3.46
566,What Was That,1,41,FALSE,Lorde,80,10539134,N/A,What Was That,4/24/2025,1,single,3.48
567,Amen,1,56,FALSE,Shaboozey,75,1448613,N/A,Amen,4/24/2025,1,single,3.29
568,Mystical Magical,1,82,FALSE,Benson Boone,83,7045466,N/A,Mystical Magical,4/24/2025,1,single,2.76
569,77 - feat. Avril Lavigne,1,44,FALSE,Billy Idol,71,2462227,N/A,77 (feat. Avril Lavigne),4/22/2025,2,single,2.89
570,FREAKY,1,19,TRUE,Daveedtheking,5,58,N/A,FREAKY,4/19/2025,1,single,2.58
571,Crowd Caffeine,1,50,FALSE,SOFIA ISELLA,55,557085,N/A,Crowd Caffeine,4/18/2025,3,single,3.37
572,Don't Fall In Love,1,49,TRUE,Rumelis,49,8741,dark r&b,Don't Fall In Love,4/18/2025,3,single,2.52
573,En 4,1,57,TRUE,Kenia Os,70,6640767,reggaeton mexa,En 4,4/18/2025,1,single,3.1
574,Famous,1,52,FALSE,Isabel LaRosa,71,2571784,N/A,Raven,4/18/2025,14,album,2.98
575,Breathe,1,47,FALSE,Beneld,53,19064,dark r&b,Breathe,4/18/2025,3,single,2.74
576,Real Life Fantasy,1,36,FALSE,Edward Maya,66,342955,N/A,Real Life Fantasy,4/18/2025,1,single,2.46
577,Smokestack Twins,2,48,FALSE,Ludwig GÃ¶ransson,64,425177,soundtrack,Sinners (Original Motion Picture Score),4/18/2025,19,album,3.47
578,NEVER EVER,1,55,FALSE,Omido,59,72278,dark r&b,NEVER EVER,4/18/2025,3,single,2.98
579,Vem Nin Mim BebÃª,1,31,FALSE,TÃšLIO PEREIRA,13,17,N/A,Vem Nin Mim BebÃª,4/18/2025,1,single,3.13
580,Headphones On,1,65,FALSE,Addison Rae,74,1364231,N/A,Headphones On,4/18/2025,1,single,4
581,I Wanna Be Yours - Namira Remix - Radio Edit,1,36,FALSE,Namira,18,91,N/A,I Wanna Be Yours - Namira Remix (Radio Edit),4/18/2025,1,single,2.85
582,In The Air Tonight,1,55,FALSE,Marilyn Manson,71,4968982,"industrial metal, industrial rock, industrial, metal, nu metal",In The Air Tonight,4/18/2025,2,single,5.02
583,Street Stories,3,4,FALSE,Daya Blaze,2,0,N/A,Concrete Dreams,4/16/2025,6,single,3.42
584,Blue Strips,1,74,FALSE,Jessie Murph,76,1626341,N/A,Blue Strips,4/11/2025,2,single,2.45
585,conversations,1,36,TRUE,Chelan,35,11989,N/A,conversations,4/11/2025,1,single,2.35
586,Five Roses,1,38,FALSE,Nic Dean,41,30239,dark r&b,Five Roses,4/11/2025,2,single,1.85
587,Forever,1,70,FALSE,ZULAN,53,33160,uk garage,Forever,4/11/2025,1,single,2.65
588,Ghosttown,1,44,FALSE,BURY,52,21748,dark r&b,Ghosttown,4/11/2025,3,single,2.1
589,What An Awesome God,1,67,FALSE,Phil Wickham,70,1300663,"worship, christian, ccm",What An Awesome God,4/11/2025,6,single,3.53
590,Ubatuba,1,12,FALSE,DJ Khamel,8,10,N/A,Ubatuba,4/10/2025,1,single,2.93
591,Disobey,1,14,TRUE,Dylan Tha Only Child,3,24,N/A,Disobey,4/10/2025,1,single,3.34
592,Man on a Bench (Um Um Um),1,56,FALSE,ConKi,61,26095,N/A,Man on a Bench (Um Um Um),4/10/2025,1,single,2.24
593,Cozinhar em Harmonia,1,15,FALSE,DJ Khamel,8,10,N/A,Cozinhar em Harmonia,4/9/2025,1,single,4
594,Fernando de Noronha,3,11,FALSE,DJ Khamel,8,10,N/A,Fernando de Noronha,4/8/2025,3,single,2.61
595,Deus em tudo,1,5,FALSE,Daya Blaze,2,0,N/A,Deus em tudo,4/7/2025,1,single,4
596,Voando Alto,1,12,FALSE,DJ Khamel,8,10,N/A,Voando Alto,4/7/2025,1,single,1.97
597,Lollapalooza,1,0,FALSE,Daya Blaze,1,0,N/A,Lollapalooza,4/6/2025,1,single,3.3
598,Paraty Mirim,1,0,FALSE,DJ Khamel,8,10,N/A,Paraty Mirim,4/5/2025,1,single,2.5
599,Shine Like Stars,1,57,FALSE,Benji,55,3650,afro house,Shine Like Stars,4/4/2025,1,single,3.76
600,Azizam,1,84,FALSE,Ed Sheeran,88,122773292,soft pop,Azizam,4/4/2025,1,single,2.7
601,Still Mine,1,46,FALSE,Nck,32,2505,N/A,Still Mine,4/3/2025,1,single,2.15
602,Demure Waves,1,0,FALSE,DJ Khamel,8,10,N/A,Demure Waves,4/1/2025,1,single,2.71
603,dandelion,17,50,FALSE,Ariana Grande,90,107401919,pop,eternal sunshine deluxe: brighter days ahead,3/28/2025,19,album,3.41
604,eternal sunshine,5,63,FALSE,Ariana Grande,90,107401919,pop,eternal sunshine deluxe: brighter days ahead,3/28/2025,19,album,3.5
605,Bar None,1,70,FALSE,Jordan Davis,71,1615711,"country, pop country",Bar None,3/28/2025,1,single,2.88
606,Love Mess,1,18,FALSE,shotty,11,325,N/A,Love Mess,3/28/2025,1,single,3.64
607,intro (end of the world) - extended,14,48,FALSE,Ariana Grande,90,107374593,pop,eternal sunshine deluxe: brighter days ahead,3/28/2025,19,album,2.68
608,twilight zone,15,73,FALSE,Ariana Grande,90,107389514,pop,eternal sunshine deluxe: brighter days ahead,3/28/2025,19,album,3.3
609,warm,16,48,FALSE,Ariana Grande,90,107374593,pop,eternal sunshine deluxe: brighter days ahead,3/28/2025,19,album,3.36
610,twilight zone,15,72,FALSE,Ariana Grande,90,107374593,pop,eternal sunshine deluxe: brighter days ahead (a cappella version),3/27/2025,38,album,3.3
611,Need Me,1,49,TRUE,Rumelis,48,8682,dark r&b,Need Me,3/25/2025,3,single,2.28
612,Ontario,1,42,FALSE,Xander Ward,35,729,N/A,Ontario,3/21/2025,1,single,3.52
613,DEAD WEIGHT,1,22,FALSE,Maya Kuriel,19,9683,N/A,DEAD WEIGHT,3/21/2025,1,single,2.49
614,Younger And Hotter Than Me,2,53,FALSE,Selena Gomez,81,53263844,N/A,I Said I Love You First,3/21/2025,14,album,3.16
615,undressed,1,85,FALSE,sombr,85,2789144,N/A,undressed,3/21/2025,1,single,3.03
616,First Song,1,62,FALSE,Roga.,46,64215,N/A,High Five!,3/20/2025,5,single,1.69
617,Breakeven,1,45,FALSE,Valentin,40,2158,N/A,Breakeven,3/20/2025,1,single,4.07
618,My Soul,1,47,FALSE,Steeg,43,769,N/A,My Soul,3/20/2025,1,single,2.57
619,NO MAR EU VOU NAVEGAR,1,5,TRUE,Daya Blaze,2,0,N/A,NO MAR EU VOU NAVEGAR,3/20/2025,1,single,3.35
620,southbound,1,73,TRUE,Artemas,74,1378074,N/A,southbound / test drive,3/19/2025,2,single,2.29
621,CLASSY,1,42,TRUE,Cloud,31,10130,N/A,CLASSY,3/18/2025,1,single,2.76
622,TOXIC (with Skepta),11,79,TRUE,Playboi Carti,86,15026799,rage rap,MUSIC,3/14/2025,30,album,2.25
623,Anxiety,20,74,TRUE,Doechii,76,3228538,N/A,Alligator Bites Never Heal (Extended),3/14/2025,20,album,4.15
624,Mission,1,35,FALSE,Ely Oaks,72,190171,hypertechno,Mission,3/14/2025,1,single,1.97
625,King,21,45,FALSE,RIELL,52,78423,N/A,Hymns For The Bitter,3/14/2025,21,album,2.98
626,The Giver,1,73,FALSE,Chappell Roan,82,7305071,N/A,The Giver,3/13/2025,1,single,3.37
627,Face to Face (Let Me Love You),1,50,FALSE,Sugar Jesus,47,4569,N/A,Face to Face (Let Me Love You),3/13/2025,1,single,2.6
628,Headlock - Slowed,3,52,FALSE,Elliot Sutton,57,22061,N/A,Headlock,3/11/2025,4,single,3.87
629,Handlebars (feat. Dua Lipa),4,75,TRUE,JENNIE,81,12320084,k-pop,Ruby,3/7/2025,15,album,3.07
630,Intro : JANE with FKJ,1,61,FALSE,JENNIE,81,12337033,k-pop,Ruby,3/7/2025,15,album,1.63
631,CURSE or SPELL,1,20,FALSE,weeklyn,30,6934,emo rap,CURSE or SPELL,3/7/2025,1,single,2.9
632,Damn Right (feat. Childish Gambino & Kali Uchis),10,68,TRUE,JENNIE,81,12320084,k-pop,Ruby,3/7/2025,15,album,3.84
633,Die With A Smile,14,86,FALSE,Lady Gaga,89,42275793,"art pop, pop",MAYHEM,3/7/2025,14,album,4.19
634,ExtraL (feat. Doechii),6,77,TRUE,JENNIE,81,12320084,k-pop,Ruby,3/7/2025,15,album,2.79
635,F.T.S.,11,63,TRUE,JENNIE,81,12320084,k-pop,Ruby,3/7/2025,15,album,2.54
636,Filter,12,65,TRUE,JENNIE,81,12320084,k-pop,Ruby,3/7/2025,15,album,2.52
637,Garden Of Eden,3,74,FALSE,Lady Gaga,88,42256604,"art pop, pop",MAYHEM,3/7/2025,14,album,3.99
638,Seoul City,13,71,FALSE,JENNIE,81,12337033,k-pop,Ruby,3/7/2025,15,album,2.73
639,Starlight,14,66,TRUE,JENNIE,81,12328041,k-pop,Ruby,3/7/2025,15,album,2.8
640,start a war,3,68,TRUE,JENNIE,81,12328041,k-pop,Ruby,3/7/2025,15,album,2.75
641,twin,15,62,FALSE,JENNIE,81,12320084,k-pop,Ruby,3/7/2025,15,album,3.48
642,like JENNIE,2,87,TRUE,JENNIE,81,12320084,k-pop,Ruby,3/7/2025,15,album,2.05
643,Love Hangover (feat. Dominic Fike),8,72,TRUE,JENNIE,81,12337033,k-pop,Ruby,3/7/2025,15,album,3
644,Mantra,7,79,TRUE,JENNIE,81,12328041,k-pop,Ruby,3/7/2025,15,album,2.27
645,with the IE (way up),5,73,TRUE,JENNIE,81,12337033,k-pop,Ruby,3/7/2025,15,album,2.73
646,ZEN,9,70,TRUE,JENNIE,81,12337033,k-pop,Ruby,3/7/2025,15,album,3.35
647,Abracadabra,2,81,FALSE,Lady Gaga,88,42237551,"art pop, pop",MAYHEM,3/7/2025,14,album,3.72
648,Run It Up,1,65,TRUE,Hanumankind,66,876436,"malayalam hip hop, desi hip hop",Run It Up,3/6/2025,1,single,2.89
649,Why Them?,2,31,FALSE,Catlea,23,55684,melodic bass,Language Barrier,3/6/2025,10,album,3.02
650,Zombie,8,48,FALSE,Last Call,49,2083,N/A,On Tap,3/5/2025,8,album,2.51
651,505,7,55,FALSE,Last Call,49,2100,N/A,On Tap,3/5/2025,8,album,2.58
652,Amazed,6,52,FALSE,JD & The Straight Chasers,49,1874,N/A,Southern Comfort Classics,3/5/2025,7,single,2.87
653,Anxiety,1,79,TRUE,Doechii,76,3227707,N/A,Anxiety,3/5/2025,2,single,4.15
654,Creep,2,59,FALSE,Last Call,49,2083,N/A,On Tap,3/5/2025,8,album,2.52
655,Everlong,1,53,FALSE,Last Call,49,2083,N/A,On Tap,3/5/2025,8,album,2.49
656,Fishin' In The Dark,2,53,FALSE,JD & The Straight Chasers,49,1866,N/A,Southern Comfort Classics,3/5/2025,7,single,2.59
657,Sex On Fire,3,57,FALSE,October Surprise,48,1921,N/A,"Legends, Revisted",3/5/2025,8,single,2.33
658,She's Country,1,54,FALSE,JD & The Straight Chasers,49,1874,N/A,Southern Comfort Classics,3/5/2025,7,single,2.25
659,Something Like That,4,50,FALSE,JD & The Straight Chasers,49,1855,N/A,Southern Comfort Classics,3/5/2025,7,single,2.97
660,Sweet Disposition,8,52,FALSE,October Surprise,48,1950,N/A,"Legends, Revisted",3/5/2025,8,single,2.13
661,Tennessee Whiskey,5,54,FALSE,JD & The Straight Chasers,49,1874,N/A,Southern Comfort Classics,3/5/2025,7,single,4.73
662,What Hurts The Most,7,51,FALSE,JD & The Straight Chasers,49,1874,N/A,Southern Comfort Classics,3/5/2025,7,single,2.46
663,Life Is A Highway,3,55,FALSE,JD & The Straight Chasers,49,1866,N/A,Southern Comfort Classics,3/5/2025,7,single,4.51
664,I Hate Your Ex-Girlfriend (feat. Doechii),2,48,TRUE,BANKS,56,1078897,N/A,Off With Her Head,2/28/2025,12,album,2.39
665,Truth or Dare,1,54,FALSE,Ana Shine,45,27568,N/A,Truth or Dare,2/26/2025,1,single,2.61
666,Like I do,9,65,TRUE,Tate McRae,88,9249502,pop,So Close To What,2/24/2025,16,album,3.03
667,Means I care,12,64,TRUE,Tate McRae,88,9241516,pop,So Close To What,2/24/2025,16,album,2.93
668,Miss possessive,1,68,TRUE,Tate McRae,88,9249502,pop,So Close To What,2/24/2025,16,album,2.31
669,No I'm not in love,11,64,FALSE,Tate McRae,88,9241516,pop,So Close To What,2/24/2025,16,album,2.83
670,Nostalgia,16,63,TRUE,Tate McRae,88,9241516,pop,So Close To What,2/24/2025,16,album,3.05
671,2 hands,14,65,TRUE,Tate McRae,88,9256589,pop,So Close To What,2/24/2025,16,album,3.04
672,bloodonmyhands (feat. Flo Milli),3,68,TRUE,Tate McRae,88,9256589,pop,So Close To What,2/24/2025,16,album,2.7
673,Greenlight,13,64,TRUE,Tate McRae,88,9249502,pop,So Close To What,2/24/2025,16,album,2.75
